Date,Market Price,Trans/Day,Addresses,Trade Vol,Miners Fee
11/30/2014,375.96,80934,245004,1378610.325,4397.404485
12/1/2014,381.72,95220,174232,2142298.704,5344.867164
12/2/2014,381.93,100786,205483,2688428.191,5428.72816
12/3/2014,378.25,97296,199881,3147124.924,5138.536531
12/4/2014,371.67,100829,186491,4490174.357,5222.4212
12/5/2014,373.98,92900,194141,2895748.427,5129.877467
12/6/2014,374.05,83633,173360,1743444.376,4367.192456
12/7/2014,375.73,77357,232300,891903.195,4093.94903
12/8/2014,367.01,84498,183776,3089535.823,4632.47651
12/9/2014,350.29,89587,191539,7768458.049,5233.101678
12/10/2014,350.97,90695,190602,2043127.042,4444.2035
12/11/2014,356.1,85829,187113,5803133.702,4341.804025
12/12/2014,355.08,80103,177462,2743962.425,4078.866156
12/13/2014,350.31,79512,174655,2120593.002,3838.831247
12/14/2014,353.28,73926,231376,1445863.678,3781.426092
12/15/2014,352.15,95727,215842,2792637.419,5211.58101
12/16/2014,336.73,98790,204914,5806208.802,4911.420513
12/17/2014,318.2,93704,203993,7045461.436,4404.146697
12/18/2014,317.7,103161,225354,7102865.206,4989.111306
12/19/2014,317.63,92052,160502,5278321.875,4543.301707
12/20/2014,325.7,91493,240775,4201699.027,4201.3232
12/21/2014,326.93,80829,204217,2065043.559,3706.781079
12/22/2014,332.53,89437,195624,3999684.272,4365.005955
12/23/2014,336.96,99770,210726,2639069.78,4754.93087
12/24/2014,327.59,89515,174711,2076350.076,4061.226845
12/25/2014,319.31,70684,147374,1506598.718,3080.72822
12/26/2014,328.09,71700,145412,1370436.176,5390.440149
12/27/2014,314.45,78776,188604,2924530.552,6106.089017
12/28/2014,317.5,74773,236392,1789810.033,3823.546417
12/29/2014,314.49,79812,159314,1612460.872,4423.501073
12/30/2014,313.09,85247,181005,2454059.749,4367.87208
12/31/2014,317.4,83768,157377,2366224.101,3951.3023
1/1/2015,315.7,58963,116012,1546927.093,2526.571052
1/2/2015,316.15,72234,168563,1016669.632,3391.560724
1/3/2015,302.33,82832,207571,3629503.461,3599.567549
1/4/2015,270.93,85570,206228,11849100.4,5496.656838
1/5/2015,276.8,93753,193982,10769340.83,4696.488732
1/6/2015,276.8,87160,179154,10769340.83,3558.725583
1/7/2015,276.8,92912,180992,10769340.83,3710.563329
1/8/2015,276.8,99126,186319,10769340.83,4000.835905
1/9/2015,276.8,105211,201458,10769340.83,4468.882802
1/10/2015,278,105895,251092,10206899.67,4292.492121
1/11/2015,272.25,93957,209755,2847004.613,3892.732177
1/12/2015,270,98185,185802,3371922.799,8812.784783
1/13/2015,230.89,99090,199744,10679959.79,3336.151847
1/14/2015,176.5,104481,228898,20003943.79,2802.028495
1/15/2015,218.11,115787,212403,19804382.73,3609.503751
1/16/2015,205.35,112530,219873,10063648.17,3262.11296
1/17/2015,197.12,89839,254267,4567169.464,2492.773912
1/18/2015,211.18,87047,223392,3721863.955,2692.599113
1/19/2015,212.39,94096,197559,2677624.611,3356.724199
1/20/2015,212.99,98890,194860,3255763.955,3070.327454
1/21/2015,215.2,100251,197159,2988445.537,3005.948105
1/22/2015,233.9,94979,188687,7856570.195,3146.428292
1/23/2015,233.03,87217,179966,3662928.212,3068.698519
1/24/2015,244.64,89630,172854,2839467.847,2979.85339
1/25/2015,247.11,82358,256121,6624843.332,3036.271286
1/26/2015,271.47,105423,236920,15302136.41,4433.448374
1/27/2015,266.03,99035,204121,6818344.422,3682.328896
1/28/2015,249.25,89287,165874,3953455.434,3062.790132
1/29/2015,233.19,88519,171619,7780990.202,2751.841562
1/30/2015,230.11,86360,167768,5417548.378,2754.395762
1/31/2015,229.7,83762,239182,3253319.917,2792.191381
2/1/2015,220.72,79193,208727,4223952.118,2429.127124
2/2/2015,223,83230,185554,3867133.975,2703.732606
2/3/2015,236.51,93499,207461,4094181.676,3180.107874
2/4/2015,222.56,89353,198955,4041719.039,2747.776993
2/5/2015,217.37,90028,181629,3103400.582,2721.367036
2/6/2015,220.47,83440,186259,2428434.543,2524.431099
2/7/2015,225.16,86207,180449,1614452.685,2724.745883
2/8/2015,223.5,82716,251391,3802427.604,2559.771055
2/9/2015,220.39,95860,197636,3550609.459,3037.860188
2/10/2015,220.16,103551,189629,2058429.798,3122.884008
2/11/2015,221.99,98701,189188,2290977.897,3254.967883
2/12/2015,221.83,93868,202264,1667205.478,2992.528082
2/13/2015,239.94,107390,256202,4783505.351,3824.58254
2/14/2015,245.31,107004,243646,3932517.324,4091.329872
2/15/2015,243.99,85355,295507,7200685.85,3277.998321
2/16/2015,235.86,103339,223579,4051377.606,3666.281483
2/17/2015,244,98899,226216,2923405.966,3693.202229
2/18/2015,234.87,104555,223247,3259977.946,3594.491984
2/19/2015,241.59,96005,181312,1863197.017,3313.589453
2/20/2015,243.56,96709,194679,2844072.146,3391.470963
2/21/2015,245.66,92541,248310,948087.4528,3539.650218
2/22/2015,236,86028,223159,1342658.74,2937.434336
2/23/2015,237.09,96936,215517,1489492.045,3280.737847
2/24/2015,240.1,104463,196851,1422548.459,3495.966307
2/25/2015,238.59,104785,194596,1091100.678,3612.025212
2/26/2015,237.5,101348,189240,1306098.483,3426.231936
2/27/2015,254,103395,199935,5142151.576,3600.636901
2/28/2015,252.98,90259,238834,1809685.331,3470.754314
3/1/2015,247.56,86274,229461,1166508.164,3136.468168
3/2/2015,263.81,102935,213896,4190275.839,4243.186317
3/3/2015,275.8,109142,216316,6322638.075,4227.617474
3/4/2015,281.65,104846,211468,4175486.612,4251.15698
3/5/2015,265.63,96611,195590,3247071.615,3773.385725
3/6/2015,272.12,96367,199410,2790042.69,4683.698329
3/7/2015,275.83,94270,222227,1278948.674,3743.967466
3/8/2015,273.87,86526,213398,1598282.264,3599.347602
3/9/2015,287.48,96449,201698,2624649.3,4028.597326
3/10/2015,294.06,112347,210072,4541544.016,4943.991758
3/11/2015,293.29,102856,208179,2017351.323,4535.966931
3/12/2015,297.39,97654,193924,2264480.103,4269.990427
3/13/2015,289.51,96745,198297,2829325.031,4018.013193
3/14/2015,284.21,88828,219463,1667974.394,3519.063835
3/15/2015,283.57,84477,222639,696621.6761,3361.648956
3/16/2015,290.88,97794,206461,1924370.486,4085.088058
3/17/2015,287.02,104238,199845,1638629.867,4234.755381
3/18/2015,265.85,102985,191204,3990297.827,4041.458915
3/19/2015,260.62,102414,190851,5077345.218,4178.821982
3/20/2015,259.8,103109,198449,2211571.493,4184.074796
3/21/2015,257.83,100458,218099,1199329.84,3782.960223
3/22/2015,260.5,84331,214152,739422.5997,3136.329758
3/23/2015,266.07,106330,221091,2600779.006,4623.217154
3/24/2015,247.83,96397,185435,4563612.295,3551.139307
3/25/2015,245.68,93930,182792,3800537.269,3763.267196
3/26/2015,251.98,98391,188107,1879171.379,3546.401875
3/27/2015,248.63,106302,202290,1762548.2,3823.355535
3/28/2015,251.52,90053,208232,1454108.684,3243.746954
3/29/2015,244.05,87456,228699,1394413.524,2975.894911
3/30/2015,245.18,102105,202713,2020679.428,3630.370931
3/31/2015,242.92,105294,203189,1931577.517,3579.709428
4/1/2015,242.7,126590,241041,1486479.409,4396.665481
4/2/2015,252.44,115686,214884,2073907.998,4042.841343
4/3/2015,254.39,103760,195509,1958133.003,3719.309122
4/4/2015,253.77,94152,228536,815494.561,3821.908731
4/5/2015,257.03,94048,222020,1211778.66,3677.424802
4/6/2015,254.7,100949,189967,1564105.637,3900.123277
4/7/2015,255.48,111786,220417,1531937.935,4134.953508
4/8/2015,245.89,108047,214628,2669120.529,3805.770801
4/9/2015,244.98,117822,203465,2216224.724,4160.563449
4/10/2015,235.71,114091,215133,2675116.129,7025.864922
4/11/2015,236.7,103454,243573,1140185.631,4048.811688
4/12/2015,236.76,88884,193479,675937.4314,3399.320365
4/13/2015,225.99,105282,232236,2112299.331,3596.262889
4/14/2015,216,113372,219510,4257460.584,3660.524132
4/15/2015,218.96,105461,190441,2666738.767,3301.889874
4/16/2015,229.62,104063,196262,2376336.693,3448.930832
4/17/2015,222.67,102089,191876,2048217.22,3178.850035
4/18/2015,222.32,100484,225102,1085148.339,3093.226001
4/19/2015,225.72,86313,168858,1282638.288,2723.283617
4/20/2015,224.63,115128,253148,1314495.733,3586.385975
4/21/2015,224.88,114061,205286,1214171.137,3780.292557
4/22/2015,237.34,113657,222085,3082931.511,3826.954736
4/23/2015,235.48,107241,212819,2574137.143,3479.175377
4/24/2015,230.93,110568,205205,1785947.069,3747.830831
4/25/2015,228.6,100790,242148,1441666.346,22851.76354
4/26/2015,218.42,93761,226263,2205193.133,2904.382772
4/27/2015,222.59,109382,203028,2518529.62,3382.523405
4/28/2015,222.66,112434,218502,2701221.051,3518.091371
4/29/2015,225.69,116989,207741,1833578.514,3900.515167
4/30/2015,235.13,114070,215077,2664411.21,3783.082242
5/1/2015,233.43,105236,197072,2008394.005,3571.894751
5/2/2015,234.13,96416,238390,1266259.35,3295.322536
5/3/2015,240.51,86037,212123,1041482.494,2977.089305
5/4/2015,236.17,94120,190201,1535336.538,3293.21053
5/5/2015,234.66,114171,219068,2093073.881,3763.323364
5/6/2015,235.79,113496,219506,1347892.373,3776.625542
5/7/2015,233.99,113420,227324,2515896.027,3827.663351
5/8/2015,244.72,108365,261673,2975459.388,3883.679141
5/9/2015,241.08,98717,199251,1638017.405,3564.588169
5/10/2015,239.35,90054,213909,812668.8084,3642.339693
5/11/2015,244.19,102966,215628,1904904.063,3951.0792
5/12/2015,241.51,114424,233523,2404838.896,4045.920245
5/13/2015,242.72,108615,211323,1396294.364,3739.6443
5/14/2015,238.32,101228,201739,2207220.564,3383.784099
5/15/2015,237.6,107882,209999,1531716.976,3583.376161
5/16/2015,236.63,93025,236081,795922.6614,3264.590284
5/17/2015,235.78,85578,216412,735036.9233,2908.060874
5/18/2015,236.45,97915,197816,1151300.876,3511.707308
5/19/2015,232.04,106503,207126,1645994.514,3587.847459
5/20/2015,234.6,107683,221491,1878977.716,3678.350558
5/21/2015,236,99962,203159,1188036.812,3413.288209
5/22/2015,240.5,100591,207671,2072782.039,3684.740108
5/23/2015,238.77,92674,194783,1284918.23,3216.761716
5/24/2015,240.46,87996,246182,704331.906,3065.183027
5/25/2015,235.65,105519,206424,1090396.644,3650.04907
5/26/2015,235.94,106971,222322,1966702.791,4186.926909
5/27/2015,235,108558,221553,1917704.589,3783.184026
5/28/2015,236.48,109786,220123,1329201.296,3813.832839
5/29/2015,235.87,123148,237083,1599476.104,4133.936271
5/30/2015,231.12,132907,269743,1100197.163,4191.162966
5/31/2015,231.95,96037,238007,862849.4402,3163.523603
6/1/2015,222.4,116959,252174,2404867.597,10062.99588
6/2/2015,224.83,133489,257275,2086859.886,4293.950923
6/3/2015,226.29,125399,239702,1172704.722,4041.998153
6/4/2015,225.54,123893,240222,1129310.375,3941.057138
6/5/2015,224.15,109700,232715,1887450.543,3625.010698
6/6/2015,224.49,102005,244636,803238.4779,3424.710832
6/7/2015,222.6,88440,225189,781109.4909,3037.389167
6/8/2015,228,94037,188952,1672692.119,3484.921292
6/9/2015,230.1,115633,208925,2215932.111,3839.21006
6/10/2015,228.01,133064,267864,1320103.418,4609.495199
6/11/2015,229,125147,258189,1390374.471,4176.379034
6/12/2015,229.98,125022,247460,1164648.427,4169.797556
6/13/2015,230.22,112813,246532,802279.9441,4037.562358
6/14/2015,232.05,100512,223880,1187052.314,3711.710349
6/15/2015,236.46,122279,277522,2207160.224,4378.9465
6/16/2015,245.35,124094,241825,4056676.692,4846.145113
6/17/2015,249.96,133747,256567,4321270.169,6234.319229
6/18/2015,248.25,122001,233829,3052713.674,4901.489222
6/19/2015,246.45,125430,247406,1502419.595,7152.926033
6/20/2015,244.08,114779,246533,1498695.213,5504.765378
6/21/2015,242.47,91203,224267,488875.567,3192.28186
6/22/2015,246.35,111788,204152,1174145.21,5722.514772
6/23/2015,243.92,128795,271463,1177823.523,5592.784949
6/24/2015,240.64,114471,218529,1660686.69,4029.650406
6/25/2015,241.92,113329,199310,1256182.329,4029.407361
6/26/2015,241.19,115640,240437,960393.3307,4358.975386
6/27/2015,248.5,108876,258833,1655413.084,4228.769036
6/28/2015,248.76,97690,230750,1776223.699,3817.460758
6/29/2015,253.8,117119,224321,3466515.289,4475.699537
6/30/2015,262.53,149003,261770,5102700.852,7200.93872
7/1/2015,257.85,150917,250536,3870044.778,6046.71528
7/2/2015,255.06,135567,254259,2669145.663,5598.119275
7/3/2015,255.1,138811,270019,2179138.463,6423.051465
7/4/2015,257.92,114310,250207,1875664.258,5092.01524
7/5/2015,270.92,101714,241519,4223919.901,4913.962671
7/6/2015,273.37,151741,276989,6496801.867,8011.260117
7/7/2015,267.26,201921,295662,4037671.083,11930.32132
7/8/2015,269.68,200420,273054,4469428.104,13497.95354
7/9/2015,270.68,187202,263045,3839394.284,11490.58736
7/10/2015,286.98,214487,273833,7216507.331,11190.14752
7/11/2015,293.5,171652,278810,4683709.261,10841.56358
7/12/2015,309.3,204729,271999,6677463.455,14095.13194
7/13/2015,289.9,176542,232590,8667679.213,9872.979794
7/14/2015,292.87,119707,229381,3289740.472,8204.891059
7/15/2015,290.95,122340,234754,2047775.775,8151.98238
7/16/2015,275.76,113812,228231,6262766.452,7497.919918
7/17/2015,277.99,118048,214161,3553708.156,6908.205709
7/18/2015,278.08,120617,219461,2954144.368,12456.04304
7/19/2015,276.09,134643,242814,1334571.81,5235.223693
7/20/2015,278.26,112440,216715,2502265.57,9552.727223
7/21/2015,278.97,123367,240028,2083742.551,7833.427037
7/22/2015,277.54,147520,270355,2490978.024,8225.144358
7/23/2015,276.64,111582,207134,2030312.575,7273.632872
7/24/2015,287.3,109852,217981,3887226.083,6843.300812
7/25/2015,287.12,106038,201269,2821464.943,6113.291805
7/26/2015,292.33,89650,244803,1633205.212,5646.596382
7/27/2015,290.79,111331,229418,2693970.016,9027.937927
7/28/2015,295.24,117412,240969,3886676.369,7995.085646
7/29/2015,290.7,136195,255290,2745024.716,10958.46418
7/30/2015,287.56,133697,247799,2745976.513,9840.646058
7/31/2015,284.78,133640,232699,2293641.883,10321.71029
8/1/2015,280.72,163175,275871,2084708.438,9974.887104
8/2/2015,280.69,98976,248553,1231691.557,6515.202207
8/3/2015,284.39,118560,226079,1780252.127,6951.06522
8/4/2015,285,132719,265834,1718770.864,9709.836137
8/5/2015,282.69,130246,250494,1847303.662,9735.999902
8/6/2015,277.1,132494,247781,1891671.654,9947.340796
8/7/2015,279.39,124658,242234,2555552.5,8282.84863
8/8/2015,269.89,104420,233508,2251104.136,6218.845596
8/9/2015,265.42,88425,218499,2590061.866,4897.430329
8/10/2015,264.07,110686,220994,2729155.286,7043.813468
8/11/2015,265.85,116923,227498,1851465.456,7087.555093
8/12/2015,267.89,115754,232055,2902827.011,6749.030605
8/13/2015,265.97,118336,226126,2601765.979,6726.896056
8/14/2015,266.99,107950,220370,2537895.246,6306.633954
8/15/2015,265.41,106119,245458,1279542.147,5997.577221
8/16/2015,257.47,86583,228284,19040492.33,4710.491517
8/17/2015,257.47,86583,228284,19040492.33,4710.491517
8/18/2015,257.45,108249,230212,13641622.23,5801.016315
8/19/2015,253.91,120131,244699,22342291.48,6545.818173
8/20/2015,233.29,122864,247961,60726602.77,5780.009667
8/21/2015,233.23,116834,222182,22690278.75,5862.193905
8/22/2015,233.59,116311,235230,14567269.83,5521.507897
8/23/2015,226.04,107795,259239,17528714.37,5191.944593
8/24/2015,228.68,93783,247407,13017080.07,4673.776338
8/25/2015,213.24,117026,237850,42854460.01,5288.641004
8/26/2015,222.02,125060,245539,44792175.95,5698.83781
8/27/2015,228.84,125549,243215,22356486.11,5876.516501
8/28/2015,228.27,116334,232198,13832635.27,5381.60549
8/29/2015,234.17,121692,243840,21397486.82,5640.51606
8/30/2015,228.22,113722,250584,10728935.6,5249.531133
8/31/2015,226.47,92338,229116,11559447.75,3989.1402
9/1/2015,230.94,117985,238504,12988337.13,5783.20306
9/2/2015,228.32,140970,272866,14592340.48,6585.02683
9/3/2015,230.68,137743,230707,13926552.56,10180.62677
9/4/2015,227.42,137446,249811,14833269.03,8288.543664
9/5/2015,230.8,95408,209983,14833269.03,5064.154035
9/6/2015,234.67,137427,284893,13114911.12,7525.513959
9/7/2015,240.2,106101,253777,17614944.57,5266.463043
9/8/2015,241.31,119041,238459,13634833.31,6271.138583
9/9/2015,243.08,126751,280276,18933607.04,6896.593619
9/10/2015,240.08,128619,265428,16863801.29,6339.722661
9/11/2015,239.68,122783,235288,15217779.75,6882.832663
9/12/2015,239.93,165288,252398,11412582.9,6956.705312
9/13/2015,235.13,153538,258271,12692491.31,8886.712055
9/14/2015,229.86,139320,279964,12673625.1,5842.28768
9/15/2015,230.88,163531,234525,15398001.85,6975.362671
9/16/2015,230,165993,263932,13939823.87,6840.607622
9/17/2015,227.86,169059,261990,13866113.7,6183.903783
9/18/2015,234,241346,250985,14329545.3,6136.971736
9/19/2015,232.99,188330,273195,13521375.39,6191.563012
9/20/2015,230.71,117999,230379,9200032.637,5243.509183
9/21/2015,230.2,105933,264443,9504293.699,4719.72212
9/22/2015,226.56,124667,285612,13192196.61,6070.157112
9/23/2015,229.43,136822,327724,19233663.34,6132.034122
9/24/2015,229.95,134964,250674,11733627.16,6415.775719
9/25/2015,233.9,124822,239053,16891696.65,5675.69308
9/26/2015,235.79,130740,255255,15237774.66,6395.930381
9/27/2015,232.85,107256,251247,9085345.59,4886.808301
9/28/2015,238.94,130885,246314,16033418.71,6210.942628
9/29/2015,237.68,139440,267985,16626431,6166.313811
9/30/2015,237.91,141351,272223,13305335.48,6698.239143
10/1/2015,238.98,135885,247211,14408622.84,7059.831271
10/2/2015,237.78,135941,254192,13003388.16,5857.142667
10/3/2015,239.17,132880,234800,11745113.26,5946.605108
10/4/2015,239.47,100858,261675,8661867.053,4505.639458
10/5/2015,239.22,117528,226632,16040473.22,5345.480745
10/6/2015,246.67,142346,249199,21651521.51,5869.09247
10/7/2015,245.25,139516,239250,16009447.91,6585.732251
10/8/2015,243.91,139590,265540,12400136.01,6441.206925
10/9/2015,244.78,119490,211096,10510717.75,5757.350291
10/10/2015,245.79,128618,278854,10246396.13,6266.500688
10/11/2015,248.08,105878,234919,8756660.462,4912.275903
10/12/2015,246.63,126927,232117,12046436.79,5857.401124
10/13/2015,249.58,133757,235683,20041053.45,6319.738443
10/14/2015,254.6,136259,228578,18384897.43,6623.100338
10/15/2015,254.73,157228,307247,16600191.71,7470.929289
10/16/2015,262.31,143885,275882,25643112.13,7149.932494
10/17/2015,269.07,139308,313859,32045899.66,7641.031375
10/18/2015,262.44,120858,274902,16433851.55,6065.484
10/19/2015,262.44,120858,274902,16433851.55,6065.484
10/20/2015,264.16,136583,266086,16059630.12,7105.968793
10/21/2015,269.8,138080,290886,20533408,8052.309627
10/22/2015,269.1,161031,309724,17489825.3,8323.192289
10/23/2015,273.95,149891,289944,25322556.83,8018.246659
10/24/2015,277.43,146222,281281,20969687.93,7812.095135
10/25/2015,279.9,140827,323968,15134081.82,8010.319508
10/26/2015,295.01,128209,278147,34299506.03,7138.311282
10/27/2015,284.95,126041,277058,23638781.23,7205.54406
10/28/2015,294.73,141609,282636,32420944.14,8853.505091
10/29/2015,298.95,154774,274092,37507904.68,8660.416889
10/30/2015,310.36,165622,297971,45043648,10393.67532
10/31/2015,329.2,164938,298795,55263289.91,10933.42867
11/1/2015,310.92,155292,318120,37428890.45,8818.100644
11/2/2015,311.5,156648,305108,25642526.91,8603.239357
11/3/2015,340.69,159656,298505,70310557.42,10535.29884
11/4/2015,409,178027,360192,171565483.3,13459.59505
11/5/2015,437.05,211121,392233,240097870.2,20331.08837
11/6/2015,400,189326,374641,144544320.1,14260.12029
11/7/2015,388.38,165214,354664,104939430.6,12629.43475
11/8/2015,387.38,161595,317500,41397271.71,10554.66087
11/9/2015,381.51,134785,333196,34651606.97,9225.355809
11/10/2015,378.8,152795,310788,49017974.28,10692.01809
11/11/2015,353.58,154030,295638,78245096.35,9676.743588
11/12/2015,309.9,171159,340384,92221766.36,9385.128959
11/13/2015,331.6,154219,301266,56103254.63,8471.393563
11/14/2015,332.2,156988,299301,35918626.09,8716.190031
11/15/2015,331.9,156065,348007,23982824.1,8308.530912
11/16/2015,322.33,138467,301039,34851429.84,7281.41888
11/17/2015,329.32,150942,310746,28628567.52,8519.282519
11/18/2015,335.95,158254,321631,32793891.71,8939.391335
11/19/2015,334.46,168587,328378,25422981.21,9584.311253
11/20/2015,329,154561,297379,28290931.15,8393.549187
11/21/2015,320.62,155128,298609,35862566.28,8236.080689
11/22/2015,325.56,158852,334688,14198539.91,8206.744289
11/23/2015,322.33,126564,265164,11258958.92,7183.817201
11/24/2015,324.49,142698,324317,13615387.41,8278.232586
